Match,ID,Romanina,English
C,100199234,"Ergonomie și acces intraoperator: Componenta tehnica, Algoritm de calcul: Punctajul se acorda astfel: Cadru fix, fără acces facial, fără adaptabilitate se acorda 0 puncte, Cadru cu deschidere anterioară, poziționare asistată, fixare cu pini multipli, bandă de poziționare se acorda 3 puncte, Cadru cu design open-face, cu acces rapid la căi respiratorii, poziționare cu bandă Velcro, pini FirmFix în 5 dimensiuni, montare rapidă și sigură se acorda 6 puncte","Ergonomics and intra-operator access: Technical component, Scoring algorithm: Points are awarded as follows: Fixed frame, without facial access, without adaptability – 0 points; Frame with anterior opening, assisted positioning, fixation with multiple pins, positioning strap – 3 points; Frame with open-face design, rapid access to respiratory pathways, positioning with Velcro strap, FirmFix pins in 5 dimensions, quick and safe assembly – 6 points."
F,100199275,"1.1.   Factorul ,,lanțul de aprovizionare”: Factorul de evaluare este „lanțul de aprovizionare” pentru produsele din lotul/ loturile ofertate, reprezintă 10 de puncte din totalul de 100 de puncte și presupune aplicarea algoritmului de calcul al punctajului maxim invers proporțional cu numărul operatorilor economici implicați în producerea, fabricarea și comercializarea produselor care fac obiectul achiziției., Punctajul se acordă astfel: 
- Pentru livrările directe de la producătorul original la consumatorul final – 10 puncte 
- Pentru livrările cu un singur operator economic implicat în lanțul de aprovizionare (intermediar) – 7 puncte 
- Pentru livrările cu doi operatori economici implicați în lanțul de aprovizionare (intermediari) – 5 puncte 
- Pentru livrările cu mai mulți de doi operatori economici implicați în lanțul de aprovizionare – 0 puncte

Punctajul menționat anterior se acordă distinct pentru fiecare produs din componenența meniului.
Notă:
Operatorul economic care asigură pentru ofertant, serviciile de transport ale produselor, accesorii furnizării, nu va fi considerat intermediar, deoarece suntem în prezența unei singure oferte și a unui singur transfer al dreptului de proprietate asupra produselor, respectiv de la ofertant la autoritatea contractantă achizitoare, transportatorul în cauză facturând către ofertant doar serviciile de transport.
Pentru a obține punctajul corespunzător, operatorii economici trebuie să prezinte în cadrul ofertei documente care confirmă livrarea directă de la producător sau implicarea operatorilor economici în lanțul de aprovizionare. 

Documentele constă în: 
1. Producător – autorizație de producător/licență, autorizație sanitar-veterinară; certificat ONRC (Oficiul Național al Registrul Comerțului). 
2. Primul intermediar – contractul de colaborare cu producătorul, autorizația sanitar-veterinară a producătorului din care să reiasă că este producător. 
3. Al doilea intermediar sau mai mulți de doi intermediari implicați – contractul cu primul intermediar și declarație în care să fie prezentat lanțul de la producător la operatorul economic final, semnată și ștampilată.

În sensul prevederilor art. 18, alin. (3) din Regulamentul (CE) nr. 178 din 28 ianuarie 2002 al Parlamentului European conform căruia […]„ Operatorii economici din sectorul alimentelor şi hranei pentru animale dispun de sisteme şi proceduri pentru identificarea celorlalte societăţi către care au fost furnizate produsele lor. Aceste informaţii sunt puse la dispoziţia autorităţilor competente, la cerere. […]”, operatorii economici vor demonstra îndeplinirea acestei cerințe tehnice prin depunerea de documente, (atestat de producător, documente justificative, contracte de furnizare, sisteme, proceduri, etc.), în copie,  care atestă calitatea de producător sau, după caz, locul ofertantului, în calitate de intermediar, în lanțul de aprovizionare, pentru fiecare produs din componența lotului/ loturilor pentru care se depune propunerea tehnică.","1.1.   Factor ""supply chain"": The evaluation factor is the ""supply chain"" for the products in the offered lot(s). It accounts for 10 points out of a total of 100 points and requires applying a scoring algorithm that is inversely proportional to the number of economic operators involved in producing, manufacturing and marketing the goods subject to the procurement. Points are awarded as follows:
- Direct delivery from the original producer to the final consumer – 10 points
- Delivery with a single economic operator involved in the supply chain (intermediary) – 7 points
- Delivery with two economic operators involved in the supply chain (intermediaries) – 5 points
- Delivery with more than two economic operators involved in the supply chain – 0 points

The above points are awarded separately for each product in the menu composition.
Note:
The economic operator that provides transport services for the bidder shall not be considered an intermediary, because there is a single offer and a single transfer of ownership of the products from the bidder to the contracting authority, with the carrier invoicing only the transport services to the bidder.
To obtain the corresponding score, economic operators must submit, with their offer, documents confirming direct delivery from the producer or the involvement of economic operators in the supply chain.

The documents consist of:
1. Producer – producer authorization/license, sanitary‑veterinary authorization; ONRC certificate (National Trade Registry Office).
2. First intermediary – cooperation contract with the producer, the producer’s sanitary‑veterinary authorization showing that they are the producer.
3. Second intermediary or more than two intermediaries involved – contract with the first intermediary and a declaration presenting the chain from producer to the final economic operator, signed and stamped.

In the sense of the provisions of Art. 18(3) of Regulation (EC) No 178/2002 of 28 January 2002 of the European Parliament, according to which […] ""Economic operators in the food and feed sector shall have systems and procedures for identifying the other entities to which their products have been supplied. This information shall be made available to competent authorities upon request. […]"", economic operators shall demonstrate compliance with this technical requirement by submitting documents (producer certificate, supporting documents, supply contracts, systems, procedures, etc.), in copy, that attest to their status as producer or, as applicable, the bidder’s role as intermediary in the supply chain for each product in the lot(s) for which the technical proposal is submitted."
A,100188521,"Cresterea incluziunii sociale: Descriere criteriu:Principalele obiective ale Autoritatii Contractante pentru asigurarea cresterii incluziunii sociale sunt axate pe Reducerea somajului local, facilitarea accesului la munca pentru persoanele cu dizabilitati , persoanele private de libertate si prevenirea discriminarii pe motive de rasa, religie, dizabilitate sau sex. Punctaj total 6%, Algoritm de calcul: 
a)   Încadrarea de șomeri: punctaj: 3%
1. Autoritatea Contractanta acorda 3 puncte pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja un numar minim de 100 persoane incadrate ca someri/persoane cu dizabilitati din arealul obiectivului respectiv judetele Bacău și Neamț 
2. Autoritatea Contractanta acorda 2 puncte pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja un numar minim de 65 persoane incadrate ca someri/persoane cu dizabilitati din arealul obiectivului respectiv judetele Bacău și Neamț 
3. Autoritatea Contractanta acorda 1 puncte pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja un numar minim de 45 persoane incadrate ca someri/persoane cu dizabilitati din arealul obiectivului respectiv judetele Bacău și Neamț 

Notă: Încadrarea de șomeri/persoane cu dizabilități din afara arealului specificat de autoritatea contractantă (alte județe decât cele menționate) nu se punctează. 

b)Încadrarea de persoane private de libertate  (detinuti) punctaj : 3%
Algoritm de calcul: 
1. Autoritatea Contractanta acorda 3 puncte pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja/incadra un numar minim de 20 persoane private de libertate (detinuti) din arealul obiectivului, respectiv judetele Bacău și Neamț, dintre care minim 5 persoane vor fi calificate la locul de munca. 
2. . Autoritatea Contractanta acorda 2 puncte pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja/incadra un numar minim de 12 persoane private de libertate (detinuti) din arealul obiectivului, respectiv judetele Bacău și Neamț, dintre care minim 3 persoane vor fi calificate la locul de munca.
3. . Autoritatea Contractanta acorda 1 puncte pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja/incadra un numar minim de 8 persoane private de libertate (detinuti) din arealul obiectivului, respectiv judetele Bacău și Neamț, dintre care minim 1 persoana va fi calificata la locul de munca.
Notă: Încadrarea de persoane private de libertate (detinuti)  din afara arealului specificat de autoritatea contractantă (alte județe decât cele menționate) nu se punctează. 

Completare in sectiunea II.2.5) - Criterii de atribuire din Instructiuni pentru ofertanti.","Increasing social inclusion:
Criterion description: The main objectives of the Contracting Authority for ensuring increased social inclusion are focused on reducing local unemployment, facilitating access to work for persons with disabilities, persons deprived of liberty, and preventing discrimination on the grounds of race, religion, disability or sex.
Total score: 6%
Calculation algorithm:

a) Employment of unemployed persons: score 3%
1. The Contracting Authority awards 3 points to bidders who commit that throughout the execution of the works they will employ a minimum of 100 persons classified as unemployed or persons with disabilities from the target area, i.e., the counties of Bacău and Neamț.
2. The Authority awards 2 points for a minimum of 65 such persons.
3. The Authority awards 1 point for a minimum of 45 such persons.
Note: Employment of unemployed persons or persons with disabilities from outside the specified area (other counties) does not receive points.

b) Employment of persons deprived of liberty (prisoners): score 3%
1. The Authority awards 3 points to bidders who commit that throughout the execution of the works they will employ/hire a minimum of 20 persons deprived of liberty (prisoners) from the target area (counties Bacău and Neamț), of which at least 5 must be qualified for the job.
2. The Authority awards 2 points for a minimum of 12 such persons, with at least 3 qualified.
3. The Authority awards 1 point for a minimum of 8 such persons, with at least 1 qualified.
Note: Employment of persons deprived of liberty from outside the specified area (other counties) does not receive points.

Additional entry in section II.2.5 – award criteria from the Instructions to Bidders."
F,100188623,"Lanțul de aprovizionare: Prin „lanţul de aprovizionare“ se înţelege circuitul de aprovizionare care implică un număr de operatori economici responsabili de producerea, fabricarea şi comercializarea produselor care fac obiectul achiziţiei publice care are ca obiect produse agroalimentare, a) Direct producator, include si situatia in care operatorul economic este producator pentru minim 70% din produsele care compun lotul pentru care se depune oferta - 25 puncte b) Primul intermediar, include si situatia in care operatorul economic este primul intermediar pentru minim 70% din produsele care compun lotul - 20 puncte c) Al doilea intermediar pana la maxim 3 intermediari - 10 puncte (aici intrand si aprovizionarea de la retail-uri) d) Pentru mai mult de 4 intermediari se acorda 0 puncte","Supply chain: By ""supply chain"" is understood the supply circuit involving a number of economic operators responsible for producing, manufacturing and marketing the products that are the subject of the public procurement, which concerns agri-food products. a) Direct producer, also includes the situation where the economic operator is the producer for at least 70% of the products that make up the lot for which the offer is submitted – 25 points. b) First intermediary, also includes the situation where the economic operator is the first intermediary for at least 70% of the products that make up the lot – 20 points. c) Second intermediary up to a maximum of 3 intermediaries – 10 points (this also includes sourcing from retailers). d) For more than 4 intermediaries, 0 points are awarded."
F,100188646,"Lanțul de aprovizionare: Prin „lanţul de aprovizionare“ se înţelege circuitul de aprovizionare care implică un număr de operatori economici responsabili de producerea, fabricarea şi comercializarea produselor care fac obiectul achiziţiei publice care are ca obiect produse agroalimentare., a)   Direct producator, include si situatia in care operatorul economic este producator pentru minim 70% din produsele pentru care se depune oferta  - 25 puncte
b)   Primul intermediar, include si situatia in care operatorul economic este primul intermediar pentru minim 70% din produse - 20 puncte
c)   Al doilea intermediar pana la maxim 3 intermediari -  10 puncte (aici intrand si aprovizionarea de la retail-uri)
d)   Pentru mai mult de 4 intermediari se acorda 0 puncte","Supply chain: By ""supply chain"" is meant the supply circuit that involves a number of economic operators responsible for the production, manufacturing and marketing of the products that are the subject of the public procurement, which has as its object agro‑food products. a) Direct producer, also includes the situation where the economic operator is the producer for at least 70% of the products for which the offer is submitted – 25 points.
b) First intermediary, also includes the situation where the economic operator is the first intermediary for at least 70% of the products – 20 points.
c) Second intermediary up to a maximum of 3 intermediaries – 10 points (including procurement from retailers).
d) For more than 4 intermediaries, 0 points are awarded."
A,100189885,"Angajarea unei/unor persoane aflata/e in somaj in ultimele 6 luni sau a unei/unor persoane cu dizabilitati: Componenta incluziune socială, Dacă ofertantul dovedește că are angajată la momentul depunerii ofertelor sau dacă își asumă în ofertă că va angaja la momentul atribuirii primului contract subsecvent, o persoană care va fi implicată în derularea contractului, care are dizabilități sau care s-a aflat în șomaj în ultimele 6 luni (raportat la data limită stabilită pentru depunerea ofertelor sau la data angajării – în cazul asumării că va fi angajată o astfel de persoană în derularea acordului-cadru, dovadă ce va fi prezentată la semnarea acordului-cadru), va obține 5 puncte.
Dacă ofertantul dovedește că are angajate la momentul depunerii ofertelor sau dacă își asumă în ofertă că va angaja la momentul atribuirii primului contract subsecvent, cel putin doua persoane care vor fi implicate în derularea contractului, care are/au dizabilități sau care s-a/s-au aflat în șomaj în ultimele 6 luni (raportat la data limită stabilită pentru depunerea ofertelor sau la data angajării – în cazul asumării că vor fi angajate două astfel de persoane în derularea acordului-cadru, dovadă ce va fi prezentată la semnarea primului contract subsecvent), va obține 10 puncte.
Pentru persoana/persoanele declarate a fi angajate la momentul ofertei, se va prezenta extras revisal din care rezulta dovada angajării și dovada faptului ca persoana angajata se află în una din situațiile incidente prevăzute în cadrul factorului de evaluare.
Pentru persoana/persoanele pentru care ofertantul și-a asumat  prin  oferta înaintata că le va angaja la momentul semnării contractului, documentele justificative ce urmează să fie prezentate la momentul semnării contractului sunt extras revisal din care rezulta dovada anagajării și dovada faptului ca persoana angajata se află în una din situațiile incidente prevăzute în cadrul factorului de evaluare.","Employment of one or more persons who have been unemployed in the last 6 months or persons with disabilities: Social inclusion component. If the bidder demonstrates that they have employed at the time of submitting offers, or commits in the offer to hire at the time of award of the first subsequent contract, a person who will be involved in contract execution, who has disabilities or has been unemployed in the last 6 months (relative to the deadline for offer submission or the hiring date – in case of committing that such a person will be hired during the framework agreement, evidence to be presented at signing of the framework agreement), they will receive 5 points.
If the bidder demonstrates that they have employed at the time of submitting offers, or commits in the offer to hire at the time of award of the first subsequent contract, at least two persons who will be involved in contract execution, who have disabilities or have been unemployed in the last 6 months (relative to the deadline for offer submission or the hiring date – in case of committing that two such persons will be hired during the framework agreement, evidence to be presented at signing of the first subsequent contract), they will receive 10 points.
For the person(s) declared to be employed at the time of the offer, a Revisal extract must be presented showing proof of employment and proof that the employed person is in one of the incident situations defined in the evaluation factor.
For the person(s) for whom the bidder has committed in the submitted offer to hire at contract signing, the supporting documents to be presented at contract signing are a Revisal extract showing proof of hiring and proof that the employed person is in one of the incident situations defined in the evaluation factor."
B,100189885,"Condițiile de mediu, securitate si sanatate in munca: Componenta mediu/securitate si sanatate in munca, La nivelul ofertei fiecare ofertant va detalia raspunsul la o serie de intrebari aferente factorului de evaluare,care conduc la verificarea modalitatii de respectare a standardelor sociale/securitate in munca în realizarea acordului-cadru.
Factorul este împărțit în 7 subfactori:
1.ORGANIZARE SSM 
2.Risc și Asigurare
3.Constructii/Dare in functiune/Servicii de santier 
4.Cultură și Comunicare SSM 
5.Competențe și formare SSM 
6.Performanță SSM – Mediu 
7.Investigarea incidentelor SSM 
Răspunsurile care vor fi detaliate/completate pentru fiecare întrebare aferentă subfactorilor vor fi apreciate de comisia de evaluare,cu următoarele calificative:
-Conformare completă
-Deviere minoră/capabilitate medie
-Deviere majoră/capabilitate redusă
-Ne acceptabil/nicio informație
Pentru fiecare întrebare,corelat cu calificativul acordat de com de ev, se obține un anumit număr de puncte–a se vedea formular excel, pctj maxim ce poate fi obținut pentru calific „Conformare completă” la toate întrebările fiind de 100 puncte (pentru ofertantii cu mai mult de 10 salariati) sau 50 de puncte (pentru ofertantii cu mai putin de 10 salariati). 
Operatorii economici cu un numar mai mare sau egal cu 10 salariati, participanti la procedura de atribuire vor depune la nivelul ofertei documentele justificative solicitate prin Anexa 12, anexata prezentei documentatii, pentru fiecare dovada solicitata in coloana “J”.
Operatorii economici cu un numar mai mic de 10 salariati, participanti la procedura de atribuire vor depune la nivelul ofertei documentele justificative solicitate prin Anexa 13, anexata prezentei documentatii, pentru fiecare dovada solicitata in coloana “J”
Nota: Toata documentatia necesara in procesul de evaluare SSM va fi parte integranta din Of Tehnica. Pentru dovedirea nr. de salariati se va depune un document din care sa reiasa aceasta informatie, spre ex. extras REVISAL.
Ofertele care nu vor obține un total de puncte cel puțin egal cu 50 (Operatorii economici cu un numar mai mare sau egal cu 10 salariati), respectiv 25 puncte (Operatorii economici cu un numar mai mic de 10 salariati)  vor fi respinse. 
În cazul depunerii de oferte în asociere, fiecare ofertă trebuie să obțină cel puțin 50 puncte, respectiv 25 puncte, în caz contrar oferta se respinge.
În cazul depunerii de oferte în asociere se va calcula pctj în funcție de media aritmetică calculată din numărul de puncte obținut de fiecare ofertă în parte. 
% acordat va fi calculat după cum urmează:
Ofertei care va obține pctj maxim, respectiv 100 sau 50 de puncte,  acordat răsp la întrebările aferente celor 7 subfactori de evaluare,  i se vor acorda 15 puncte.
Restul ofertelor care îndeplinesc cerințele de mai sus, vor primi pctj calculat după formula:
(Punctaj total acordat răspunsurilor la întrebările aferente celor 7 subfactori de evaluare obținut de oferta n) / (Punctaj maxim total acordat răspunsurilor la întrebările aferente celor 7 subfactori de evaluare 100 sau 50 puncte) x 15 puncte","Environmental, safety and occupational health conditions: the environmental/safety and health component must be detailed in the bid. Each bidder must answer a series of questions related to the evaluation factor, which checks how social standards and occupational safety are respected in the framework agreement.
The factor is divided into 7 sub‑factors:
1. OHS ORGANISATION
2. Risk and Insurance
3. Construction/Commissioning/Site Services
4. OHS CULTURE AND COMMUNICATION
5. OHS COMPETENCES AND TRAINING
6. OHS PERFORMANCE – Environment
7. OHS INCIDENT INVESTIGATION
Responses to the questions for each sub‑factor will be assessed by the evaluation committee with the following ratings:
- Full compliance
- Minor deviation / medium capability
- Major deviation / low capability
- Not acceptable / no information
Each rating yields a certain number of points (see Excel form). The maximum points for “Full compliance” on all questions is 100 points for bidders with 10 or more employees, or 50 points for those with fewer than 10 employees.
• Economic operators with ≥10 employees must submit, with their bid, the supporting documents requested in Annex 12 for each evidence item in column “J”.
• Economic operators with <10 employees must submit, with their bid, the supporting documents requested in Annex 13 for each evidence item in column “J”.
Note: All documentation required for the OHS evaluation will be part of the Technical Offer. Proof of the number of employees must be provided (e.g., REVISAL extract).
Bids that do not achieve at least 50 points (for operators with ≥10 employees) or 25 points (for operators with <10 employees) will be rejected.
For joint bids, each bid must obtain at least 50 points (or 25 points); otherwise the joint bid is rejected. Points for joint bids are calculated as the arithmetic mean of the points obtained by each individual offer.
The awarded percentage is calculated as follows:
- The bid that obtains the maximum points (100 or 50) for answering the questions on the 7 sub‑factors receives a bonus of 15 points.
- The remaining bids that meet the above requirements receive points calculated by the formula:
  (Total points awarded for answers to the 7 sub‑factor questions for bid n) / (Maximum total points possible for those questions – 100 or 50) × 15 points."
A,100190239,"Cresterea incluziunii sociale: Descriere criteriu: Principalele obiective ale Autoritatii Contractante pentru asigurarea cresterii incluziunii sociale sunt axate pe Reducerea somajului local, facilitarea accesului la munca pentru persoanele cu dizabilitati si prevenirea discriminarii pe motive de rasa, relizgie, dizabilitate sau sex., Algoritm de calcul: 
1. Autoritatea Contractanta acorda 5 puncte pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja un numar minim de 75 persoane incadrate ca someri/persoane cu dizabilitati din arealul obiectivului respectiv cu precadere din judetul Iasi, si judetele limitrofe Neamț, Botoșani, Suceava, Vaslui si Bacău. 
2. Autoritatea Contractanta acorda 3 puncte pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja un numar minim de 50 persoane incadrate ca someri/persoane cu dizabilitati din arealul obiectivului respectiv cu precadere din judetul Iasi, si judetele limitrofe Neamț, Botoșani, Suceava, Vaslui, Bacău.
3. Autoritatea Contractanta acorda 1 punct pentru ofertantii care isi asuma ca pe toata perioada executiei lucrarilor vor angaja un numar minim de 25 persoane incadrate ca someri/persoane cu dizabilitati din arealul obiectivului respectiv cu precadere din judetul Iasi, si judetele limitrofe Neamț, Botoșani, Suceava, Vaslui si Bacău.

Nota 1: Ofertantii vor depune o Declaratie din care sa rezulte elementele necesare acordarii punctajului si modalitatea in care isi vor asigura accesul la aceste resurse.

Nota 2: Incadrarea de someri /personae cu dizabilitati din afara arealului specificat de Autoritatea Contractanta (alte judete decat cele mentionate), nu se punctează.","Increase of social inclusion: Criterion description: The main objectives of the Contracting Authority for ensuring increased social inclusion are focused on reducing local unemployment, facilitating access to work for people with disabilities and preventing discrimination on the basis of race, religion, disability or sex. Calculation algorithm:
1. The Contracting Authority awards 5 points to bidders who commit to employing, throughout the execution of the works, a minimum of 75 persons classified as unemployed/people with disabilities from the target area, particularly from Iași County and the neighboring counties of Neamț, Botoșani, Suceava, Vaslui and Bacău.
2. The Contracting Authority awards 3 points to bidders who commit to employing, throughout the execution of the works, a minimum of 50 persons classified as unemployed/people with disabilities from the target area, particularly from Iași County and the neighboring counties of Neamț, Botoșani, Suceava, Vaslui and Bacău.
3. The Contracting Authority awards 1 point to bidders who commit to employing, throughout the execution of the works, a minimum of 25 persons classified as unemployed/people with disabilities from the target area, particularly from Iași County and the neighboring counties of Neamț, Botoșani, Suceava, Vaslui and Bacău.

Note 1: Bidders shall submit a declaration containing the elements necessary for awarding points and the manner in which they will ensure access to these resources.

Note 2: Classification of unemployed/people with disabilities from outside the area specified by the Contracting Authority (counties other than those mentioned) will not be scored."
F,100187439,"Lanțul de aprovizionare- canale scurte de aprovizionare.: Componenta tehnica.
Pentru a fi considerate documentele relevante, in vederea demonstrarii pozitionarii in cadrul lantului de aprovizionare, documentele prezentate trebuie sa fie emise/asumate de producator si sa rezulte din acestea ca producatorul livreaza catre ofertant inclusiv produsul ofertat.
Se acorda maxim 10 puncte., Punctajul obtinut ( P. Lant produs ) se determina astfel: a) in cazul in care ofertantul are calitatea de producator final al produselor (este situat pe pozitia 1 in lantul de aprovizionare pentru 90% + 1 din produsele ofertate) se acorda 10 puncte; b) in cazul in care ofertantul este primul distribuitor/ intermediar pe piata al produselor (este situat pe pozitia 2 in lantul de aprovizionare si are o relatie comerciala directa cu producatorul final pentru 90% + 1 din produsele ofertate) se acorda 5 puncte; in cazul in care ofertantul este al doilea sau mai m ult de al doilea distribuitor/ intermediar pe piata al produselor (este situat pe pozitia 3 sau mai mult in lantul de aprovizionare si nu are o relatie comerciala direct cu cu producatorul final pentru 90% + 1 din produsele ofertate) se acorda 0 puncte (nu se acorda punctaj). In cazul in care ofertantul nu furnizeaza informatii relevante pentru demonstrarea  pozitionarii in cadrul lantului de aprovizionare pentru 90%+1 din produsele ofertate, acesta va fi pozitionat pe pozitia 3, cu 0 puncte.","Supply chain – short supply chain channels: Technical component.
In order for documents to be considered relevant for demonstrating positioning within the supply chain, the presented documents must be issued/assumed by the producer and must show that the producer delivers the offered product to the bidder.
A maximum of 10 points is awarded. The score obtained (P. Product chain) is determined as follows: a) if the bidder is the final producer of the products (situated at position 1 in the supply chain for 90% + 1 of the offered products) 10 points are awarded; b) if the bidder is the first distributor/intermediary in the market for the products (situated at position 2 in the supply chain and has a direct commercial relationship with the final producer for 90% + 1 of the offered products) 5 points are awarded; if the bidder is the second or further distributor/intermediary in the market for the products (situated at position 3 or higher in the supply chain and does not have a direct commercial relationship with the final producer for 90% + 1 of the offered products) 0 points are awarded (no points). If the bidder does not provide relevant information to demonstrate positioning within the supply chain for 90%+1 of the offered products, they will be placed at position 3 with 0 points."
F,100187713,"Lanțul de aprovizionare (LA): Factor de evaluare asociat prevederilor art. 187 alin. (5) lit. a) din Legea nr. 98/2016, cu modificările și completările ulterioare, referitor la condițiile de comercializare a produselor, respectiv lanțul scurt de aprovizionare care facilitează interacțiunea dintre consumatori și producători, Algoritm de punctare:
— fără niciun intermediar unde sunt incluși producători, procesatori, asociații de producători, respectiv organizații de producători, grupuri de producători, cooperative, se acordă 30 de puncte;
— atunci când există un intermediar se acordă 20 de puncte;
— pentru doi intermediari se acordă 10 puncte;
— pentru mai mult de doi intermediari implicați în lanțul de aprovizionare nu se acordă punctaj.

NOTĂ:
Operatorul economic care asigură pentru ofertant serviciile de transport al produselor, accesorii furnizării, nu va fi considerat intermediar, deoarece suntem în prezența unei singure oferte și a unui singur transfer al dreptului de proprietate asupra produselor, respectiv de la ofertant la autoritatea contractantă achizitoare, transportatorul în cauză facturând către ofertant doar serviciile de transport.
Totodată, menționăm, pentru buna înțelegere a modalității de acordare a punctajului aferent factorilor tehnici, faptul că nu se urmărește punctarea cantității de produse aduse de producător, respectiv de intermediar, ci doar existența sau nu a unui intermediar în lanțul de aprovizionare.
Clasamentul pe baza căruia se stabilește oferta câștigătoare se întocmește în ordinea descrescătoare a punctajului total (P_total) obținut prin însumarea punctajelor aferente factorului preț și a celor privind calitatea, potrivit formulei Propunere:
P_total = (P_fin) + (P_teh),
unde:
P_fin = punctaj financiar;
P_teh = punctaj calitate, calculat astfel:
P_teh = (P_SCPA x pondere SCPA) + (P_LA x pondere LA),
unde:
P_SCPA = punctajul alocat pentru factorul de evaluare scheme de calitate ale produselor agroalimentare;
P_LA = punctajul alocat pentru factorul de evaluare lanțul de aprovizionare.
Menționăm că P_fin reprezintă punctajul pentru factorul de evaluare prețul ofertei și se acordă astfel:
a) Pentru oferta cu prețul cel mai scăzut dintre prețurile ofertate se va acorda punctajul maxim alocat acestui factor — 40 de puncte.
b) Pentru alt preț decât cel prevăzut la lit. a), punctajul se acordă astfel: P_fin (oferta în evaluare) = preț minim ofertă admisibilă/preț ofertă în evaluare x 40 de puncte.
Punctaj maxim total: 100 puncte","Supply chain (LA): Evaluation factor linked to the provisions of Art. 187 paragraph (5) letter a) of Law no. 98/2016, as amended, concerning the marketing conditions of products, i.e., a short supply chain that facilitates interaction between consumers and producers. Scoring algorithm:
- If there is no intermediary (including producers, processors, producers' associations, producers' organisations, groups of producers, cooperatives), 30 points are awarded;
- If there is one intermediary, 20 points are awarded;
- For two intermediaries, 10 points are awarded;
- For more than two intermediaries involved in the supply chain, no points are awarded.

NOTE:
The economic operator providing the transport services for the bidder's products and accessories will not be considered an intermediary, because there is a single offer and a single transfer of ownership of the products from the bidder to the contracting authority; the carrier only invoices the bidder for the transport services.
It is also clarified, for proper understanding of the technical factor scoring, that the quantity of products supplied by the producer or intermediary is not assessed—only the existence or non‑existence of an intermediary in the supply chain.
The ranking that determines the winning offer is compiled in descending order of the total score (P_total), obtained by adding the scores for the price factor and the quality factor, according to the formula:
P_total = P_fin + P_teh,
where:
P_fin = financial score;
P_teh = quality score, calculated as:
P_teh = (P_SCPA × weight_SCPA) + (P_LA × weight_LA),
with:
P_SCPA = score allocated for the evaluation factor concerning quality schemes of agri‑food products;
P_LA = score allocated for the evaluation factor concerning the supply chain.
P_fin represents the score for the price evaluation factor and is awarded as follows:
a) The offer with the lowest price receives the maximum score for this factor – 40 points.
b) For any other price, the score is calculated as: P_fin (evaluated offer) = (minimum admissible offer price / evaluated offer price) × 40 points.
Maximum total score: 100 points."
